tsn	completename
5219599	Procavia capensis jacksoni
5219603	Procavia capensis erlangeri
7059530	Procavia capensis capensis
5219607	Procavia capensis welwitschii
5219606	Procavia capensis scioanus
5219604	Procavia capensis jayakari
5219602	Procavia capensis syriacus
5219615	Procavia capensis capillosa
9597450	Cavia capensis
5219600	Procavia capensis kerstingi
5219613	Procavia capensis sharica
9259490	Arvicola montana
9157639	Microtus montanus canescens
9124447	Microtus montanus dutcheri
9095106	Microtus montanus arizonensis
9000112	Microtus montanus caryi
8722120	Microtus montanus rivularis
9001438	Microtus montanus nanus
9058533	Microtus montanus yosemite
8818579	Microtus montanus undosus
7864239	Arvicola longirostris
8184155	Microtus nevadensis
8953561	Microtus montanus amosus
8764953	Microtus nevadensis rivularis
5786928	Microtus poljakovi
7365697	Microtus dutcheri
5786927	Microtus arvalis baicalensis
8925653	Microtus montanus montanus
5786926	Microtus xerophilus
9047064	Microtus montanus fusus
8988948	Microtus montanus pratincolus
9203529	Microtus montanus micropus
9106181	Microtus montanus zygomaticus
8908199	Microtus montanus fucosus
9215386	Microtus montanus nevadensis
8146565	Arvicola nanus
8754643	Microtus montanus nexus
8852366	Microtus nanus canescens
9142957	Microtus montanus codiensis
8549111	Dromomeryx angustidens
8681594	Synthetoceras douglasi
8649166	Syndyoceras australis
8650623	Synthetoceras rileyi
8520893	Merycodus grandis
2438107	Oryzomys polius
8499575	Manteoceras uintensis
8388933	Phyllotis cachinus
8110485	Graomys lockwoodi
7556015	Phyllotis chacoensis
7399223	Graomys medius
8465330	Chororapithecus abyssinicus
2432540	Kerivoula minuta
5936029	Plecotus atavus
4266461	Rhogeessa hussoni
8524245	Palaeoctodon simplicidens
4972342	Pelycomys brulanus
2432273	Rhogeessa parvula
4972341	Pelycomys placidus
4266463	Rhogeessa io
8703814	Colpodon distinctus
8662557	Pseudobolodon oreas
9297717	Tsinlingomys youngi
8578346	Archaelurus debilis
4971121	Ferecetotherium kelloggi
4973785	Manitsha tanka
9198359	Galago senegalensis
2432276	Rhogeessa gracilis
9333686	Tupaia murina
5722632	Pusa hispida lagodensis
7193943	Pusa hispida hispida
2434773	Phoca hispida
9558649	Phoca hispida gichigensis
5219374	Pusa hispida ochotensis
8005879	Microtus lydius
5786930	Microtus mustersi
4409220	Mus guentheri
8081482	Microtus hartingi
8249594	Microtus philistinus
8735574	Microtus guentheri shevketi
8564402	Laomaki yunnanensis
4972840	Fallomus razae
5936078	Pseudaelurus guangheensis
5787669	Kerivoula titania
8694211	Fallomus quraishyi
4972037	Metechinus nevadensis
4973780	Migmacastor procumbodens
5936081	Pseudaelurus validus
7725730	Barbastella beijingensis
8574976	Lagonimico conclucatus
4971459	Parahyus vagus
5936080	Pseudaelurus skinneri
8501317	Colpodon propinquus
9027003	Oligoryctes crawfordensis
8490244	Eogale parydros
5936071	Pseudaelurus intrepidus
6164124	Cynictis penicillata cinderella
9555108	Herpestes penicillata
6164119	Cynictis penicillata pallidior
6164116	Cynictis penicillata brachyura
6164126	Cynictis penicillata ogilbyii
6164123	Cynictis penicillata bechuanae
6164121	Cynictis penicillata intensa
6164117	Cynictis penicillata coombsi
6164122	Cynictis penicillata lepturus
7193991	Cynictis penicillata penicillata
6164118	Cynictis penicillata karasensis
6164120	Cynictis penicillata bradfieldi
6164125	Cynictis penicillata kalaharica
4264437	Thomomys bottae nesophilus
4264325	Thomomys bottae catalinae
4264375	Thomomys bottae osgoodi
4264383	Thomomys bottae confinalis
4264351	Thomomys bottae pascalis
4264467	Thomomys bottae humilis
4264346	Thomomys bottae siccovallis
4264418	Thomomys bottae detumidus
4264372	Thomomys bottae powelli
4264336	Thomomys bottae retractus
8752258	Thomomys bottae depauperatus
4264329	Thomomys bottae morulus
4264389	Thomomys bottae alticolus
4264421	Thomomys bottae cinereus
4264427	Thomomys bottae lucidus
4264362	Thomomys bottae cactophilus
4264342	Thomomys bottae modicus
4264416	Thomomys bottae jojobae
4264405	Thomomys bottae texensis
4264317	Thomomys bottae abbotti
4264396	Thomomys bottae concisor
4264472	Thomomys bottae catavinensis
4264464	Thomomys bottae abstrusus
4264399	Thomomys bottae borjasensis
4264363	Thomomys bottae paguatae
4264328	Thomomys bottae aureiventris
4264369	Thomomys bottae fulvus
4264465	Thomomys bottae limitaris
4264438	Thomomys bottae albatus
4264451	Thomomys bottae actuosus
7261619	Thomomys bottae bottae
4264392	Thomomys bottae tivius
4264424	Thomomys bottae birdseyei
4264473	Thomomys bottae perditus
4264360	Thomomys bottae proximarinus
4264348	Thomomys bottae pusillus
4264400	Thomomys bottae optabilis
4264323	Thomomys bottae rhizophagus
8967232	Thomomys bottae suboles
4264359	Thomomys bottae contractus
4264368	Thomomys bottae tularosae
4264440	Thomomys bottae xerophilus
4264355	Thomomys bottae latus
4264376	Thomomys bottae analogus
9099041	Thomomys bottae occipitalis
4264466	Thomomys bottae wahwahensis
4264386	Thomomys bottae brazierhowelli
4264417	Thomomys bottae subsimilis
4264444	Thomomys bottae rubidus
4264384	Thomomys bottae planorum
4264380	Thomomys bottae estanciae
4264476	Thomomys bottae nanus
4264404	Thomomys bottae juarezensis
4264442	Thomomys bottae stansburyi
4264459	Thomomys bottae centralis
4264413	Thomomys bottae operarius
4264470	Thomomys bottae riparius
4264463	Thomomys bottae navus
4264412	Thomomys bottae bonnevillei
4264353	Thomomys bottae anitae
4264367	Thomomys bottae laticeps
4264425	Thomomys bottae nigricans
4264354	Thomomys bottae minimus
4264409	Thomomys bottae collis
4264393	Thomomys bottae divergens
4264428	Thomomys bottae internatus
4264319	Thomomys bottae villai
4264356	Thomomys bottae vanrosseni
4264436	Thomomys bottae basilicae
4264344	Thomomys bottae varus
4264407	Thomomys bottae ruricola
4264469	Thomomys bottae cunicularius
4264378	Thomomys bottae lacrymalis
4264419	Thomomys bottae rupestris
4264397	Thomomys bottae planirostris
4264394	Thomomys bottae russeolus
4264347	Thomomys bottae convergens
4264358	Thomomys bottae sevieri
4264371	Thomomys bottae connectens
4264374	Thomomys bottae brevidens
4264462	Thomomys bottae awahnee
4264365	Thomomys bottae angustidens
9619628	Oryctomys bottae
4264391	Thomomys bottae lachuguilla
4264322	Thomomys bottae cultellus
4264318	Thomomys bottae levidensis
4264335	Thomomys bottae convexus
4264452	Thomomys bottae limpiae
4264434	Thomomys bottae pervarius
4264447	Thomomys bottae pervagus
4264390	Thomomys bottae martirensis
9123942	Thomomys bottae caneloensis
4264320	Thomomys bottae howelli
4264379	Thomomys bottae toltecus
4264332	Thomomys bottae vescus
4264406	Thomomys bottae dissimilis
4264443	Thomomys bottae depressus
4264326	Thomomys bottae peramplus
4264343	Thomomys bottae lenis
4264345	Thomomys bottae guadalupensis
4264460	Thomomys bottae perpallidus
4264455	Thomomys bottae spatiosus
4264357	Thomomys bottae fumosus
4264426	Thomomys bottae albicaudatus
4264381	Thomomys bottae saxatilis
4264370	Thomomys bottae scotophilus
4264387	Thomomys bottae opulentus
8860187	Thomomys bottae perpes
4264415	Thomomys bottae lucrificus
4264350	Thomomys bottae camoae
4264457	Thomomys bottae robustus
4264333	Thomomys bottae homorus
4264431	Thomomys bottae ruidosae
4264410	Thomomys bottae pinalensis
4264456	Thomomys bottae curtatus
4264453	Thomomys bottae winthropi
8768406	Alticola roylei roylei
8837305	Alticola roylei semicanus
8891355	Alticola roylei cautus
4972343	Pelycomys rugosus
8193896	Rhogeessa bickhami
8457111	Pseudobolodon krebsi
2436522	Galago moholi
8872112	Galago minor
9249923	Kuehneodon dryas
8671699	Franimys actites
8654341	Phtoramys homogenidens
8475856	Linnania lofoensis
8516829	Megaconus mammaliaformis
5936076	Pseudaelurus romieviensis
5787673	Kerivoula krauensis
9404546	Leptotomus gigans
2432537	Kerivoula agnella
4265050	Oryzomys meridensis
2437794	Gerbillus mackillingini
8657742	Leptotomus kayi
8574747	Stylodon robustus
5706282	Mazama gouazoubira medemi
7442894	Cervus gouazoubira
5706294	Mazama gouazoubira cita
5706273	Mazama gouazoubira permira
5706272	Mazama gouazoubira mexianae
5706286	Mazama gouazoubira rondoni
5706296	Mazama gouazoubira murelia
5706275	Mazama gouazoubira superciliaris
5706270	Mazama gouazoubira gouazoubira
5706298	Mazama gouazoubira sanctaemartae
5706284	Mazama gouazoubira nemorivaga
5706301	Mazama gouazoubira tschudii
8109454	Sigmodon borucae
9121058	Sigmodon borucae chiriquensis
8928873	Sigmodon hispidus griseus
8947039	? hirsutus
7900543	Sigmodon austerulus
7616079	Galago crassicaudatus
5936107	Agriotherium inexpetans
4266462	Rhogeessa aeneus
2439653	Aconaemys fuscus
4972839	Fallomus ladakhensis
4974797	Paraloris bavaricus
5936074	Pseudaelurus cuspidatus
5936106	Agriotherium schneideri
2432552	Kerivoula phalaena
8796597	Galago dunni
9011376	Kerivoula argentata
8859449	Pseudaelurus pedionomus
9112231	Pogonomys lepidus derimapa
4828653	Mus mollipilosus
9089084	Pogonomys lepidus huon
8179219	Pogonomys lepidus
4265038	Oryzomys caracolus
8891991	Pronolagus crassicaudatus vallicola
7059433	Pronolagus crassicaudatus crassicaudatus
6164865	Pronolagus crassicaudatus ruddi
7690339	Sciurus weberi
6164537	Felis wiedii wiedii
8835486	Cynopterus maculatus
8905360	Rhinoceros malayanus
8900084	Rhinoceros sumatranus
8200884	Rhinoceros sumatrensis
9050019	Ceratorhinus blythii
8762312	Ceratorhinus niger
8641728	Semnopithecus rutledgii
8439306	Semnopithecus pruinosus
8512742	Pygathrix ultima
8830294	Presbytis cristatus pullata
8753136	Cryptotis mexicana obscura
9099052	Cryptotis mexicana mexicana
8954397	Cryptotis mexicana madrea
9483831	Blarina mexicana
8056310	? latirostris
9153645	Osteoborus crassapineatus dudleyi
9146805	Osteoborus crassapineatus crassapineatus
9199351	Galago braccatus
4974860	Remiculus deutschi
2432272	Rhogeessa genowaysi
9260965	Galago cuvier
8492190	Colpodon plicatus
8695971	Ziphacodon rugatus
4972015	Proterix loomisi
2432535	Kerivoula whiteheadi
9217609	Kerivoula pusilla
9221822	Tretulias buccatus
4971652	Oligoryctes cameronensis
4972857	Franimys ambos
8770304	Leptotomus grandis
8471928	Anagalopsis kansuensis
2436521	Galago gallarum
7811464	Niumbaha superba
2432541	Kerivoula papillosa
9016111	Mops angolensis orientis
5218445	Amblysomus iris
9228075	? wilsoni
8865413	Molossus fortis
8905251	Nycteris damarensis
9127222	Oryctolagus crassicaudatus nyikae
7261661	Saccopteryx canescens canescens
5706805	Saccopteryx canescens pumila
8965255	Mus musculus melanogaster
9192739	Mus pallescens
9010270	Mus gerbillinus
8828200	Mus musculus albus
9216033	Mus musculus candidus
9036650	Mus brevirostris
8918170	Mus musculus subcaeruleus
9095699	Mus musculus niger
8862075	Mus musculus rubicundus
8887283	Mus musculus nudoplicatus
8952988	Mus praetextus
9202941	Mus modestus
8841085	Mus musculus nattereri
9155244	Hesperomys indianus
8943589	Mus musculus jamesoni
8908778	Mus gentilis
8819110	Mus hortulanus caudatus
9179682	Mus poschiavinus
8931460	Mus theobaldi
8721591	Mus musculus airolensis
8978707	Mus musculus albinus
9069030	Mus musculus jalapae
9059124	Mus musculus far
8988364	Mus musculus faeroensis
8774324	Mus homoourus
8745266	Mus musculus maculatus
9000676	Mus musculus flavus
8765504	Mus musculus lundii
8798523	Mus adelaidensis
4409155	Mus domesticus
8786897	Mus simsoni
9132377	Mus musculus percnonotus
8754104	Mus musculus flavescens
9082987	Mus musculus helviticus
9142361	Mus orientalis
8750808	Mus domesticus
8896655	Mus muralis
9165389	Mus musculus formosovi
9046490	Mus musculus mykinessiensis
5786695	Mus abbotti
9105574	Mus musculus albidiventris
8874089	Mus azoricus
8807489	Mus musculus kalehpeninsularis
8732820	Mus musculus tataricus
9267245	Cervus nestii vallonnetensis
9318977	Colpodon antucoensis
4974642	Galago farafraensis
2432553	Kerivoula smithii
8646544	Archaeolophus praecursor
8136775	Rhogeessa menchuae
4972856	Franimys amherstensis
2436519	Galago matschiei
5936079	Pseudaelurus marshi
2432559	Kerivoula myrella
5936077	Pseudaelurus turnauensis
2432544	Kerivoula argentata
2432274	Rhogeessa alleni
9158817	Galago demidoffi
9358327	Felis quadridentata
4972038	Metechinus amplior
2439654	Aconaemys sagei
8693197	Pseudaelurus africanus
2432271	Rhogeessa minutilla
8546143	Pleurostylodon neglectus
8523776	Pleurostylodon irregularis
6163386	Sorex trowbridgii humboldtensis
7194090	Sorex trowbridgii trowbridgii
6163385	Sorex trowbridgii mariposae
6163387	Sorex trowbridgii montereyensis
6163388	Sorex trowbridgii destructioni
8520287	Felis longicrus
6164522	Prionailurus bengalensis iriomotensis
9287054	Hyrax capensis
4264341	Thomomys bottae aphrastus
4264321	Thomomys bottae sinaloae
4264446	Thomomys bottae cervinus
2432491	Corynorhinus rafinesquii
2432558	Kerivoula lanosa
4974842	Ourayia uintensis
5219373	Pusa hispida botnica
4264433	Thomomys bottae chrysonotus
5220120	Mazama gouazoupira
2432582	Barbastella barbastellus
9286261	Arvicola guentheri
2432543	Kerivoula picta
4264402	Thomomys bottae alpinus
4264334	Thomomys bottae simulus
4264339	Thomomys bottae pectoralis
4264475	Thomomys bottae aureus
4264414	Thomomys bottae alexandrae
4264366	Thomomys bottae mewa
5219610	Procavia capensis johnstoni
4264422	Thomomys bottae phelleoecus
4264430	Thomomys bottae desertorum
4264468	Thomomys bottae solitarius
4973543	Microtus meadensis
9276123	Terricola meadensis
4832741	Zaglossus robusta
4832740	Megalibgwilia robusta
9509263	Absarokius lovei
9261449	Anaptomorphus lovei
9281894	Protodichobune pelodes
4971987	Lantanotherium sansaniensis
9544479	Uintatherium vagans
9280331	Cyrtodelphis depressus
4970491	Prosynthetoceras texanus
9285162	Cranioceras texanus
9595465	Blastomeryx texanus
9605263	Syndyoceras texanus
9450283	Acarechimys pulchellus
4969475	Metatelmatherium ultimum
2432546	Kerivoula hardwickii
5219371	Pusa hispida saimensis
5219372	Pusa hispida ladogensis
5219401	Profelis aurata
4941664	Morunga elephantina
4973821	Mytonomys robustus
9537450	Leptotomus robustus
8708462	Amblotherium pusillum
9595662	Kurtodon pusillus
8627420	Qatraniodon parvus
5219452	Trichecus manatus latirostris
9527721	Borophagus crassapineatus
4970315	Procamelus vulcanorum
8506543	Eoalphadon lillegraveni
4968989	Geniohyus magnus
2432545	Kerivoula eriophora
9560990	Uncia inexpectata
4969810	Miracinonyx inexpectatus
9368001	Felis inexpectata
9602388	Callocephalus hispidus
2432479	Corynorhinus townsendii
4264338	Thomomys bottae canus
4264429	Thomomys bottae sturgisi
4264331	Thomomys bottae leucodon
4264377	Thomomys bottae mearnsi
2432581	Barbastella leucomelas
8840363	Sigmodon hispidus hirsutus
4264062	Prosciurillus leucomus tonkeanus
4264449	Thomomys bottae baileyi
2432542	Kerivoula pellucida
9542720	Didermocerus sumatrensis
2437271	Epixerus wilsoni
4827070	Dryopithecidae
4827670	Homo-simiadae
9392403	? ramidus
9465518	? songhorensis
9493081	? pygmaeus
9374652	? alpani
9586315	? tugenensis
9302808	? platyops
9276742	? rudolfensis
4827541	Giganthropus
5219531	Pongo
4827532	Bramapithecus
7667489	? vicarius
4827486	Avenius
9564620	? nuptus
9589466	? gidleyi
4827102	Asioplesiadapis
9636453	? simplicidens
9444354	? angustidens
9323388	? scottianus
9279678	? insignis
9558093	Microsyopsidae
4827433	Pronothodectes
9514464	? mckennai
9490014	? dubius
9256431	? verus
8657639	Mesacodon speciosus
9622313	? cornutus
9240007	? commenticius
9725812	? fuchsi
4832350	Macrokentriodon
9532075	? obscura
9546916	? squalodontoides
8531754	Portheus patagonicus
9340463	? carniolicus
4832347	Sarmatodelphis
9310126	? nasalis
9468702	? vancouveringi
9299868	? basiodontos
4827693	Ramapithecus
4827438	Chiromyoides
3239598	Apidium
4827539	Langsonia
8518014	Cercopithecina
4827629	Ardipithecus
4827694	Kenyanthropus
8477798	Choctawius
4832341	Microphocaena
4827664	Udabnopithecus
4827533	Sugrivapithecus
4827692	Kenyapithecus
4827658	Orrorin
4827073	Dryopithecus
8603196	Nanomomys
4974703	Bodvapithecus
4827668	Sahelanthropus
4827534	Kamoyapithecus
4827481	Uintasorex
4832349	Liolithax
4827083	Oreopithecus
4827084	Moeripithecus
4827697	Gigantopithecus
4827546	Kalepithecus
4827480	Berruvius
4827479	Craseops
8465275	Rukwapithecus
4827665	Palaeosimia
4827071	Graecopithecus
4971117	Acrophyseter deinodon
3239540	Platychoerops
4832339	Lophocetus
4832351	Australosqualodon
8470161	Dakshina
4829288	Adolosomys
4833207	Hiaena
5428905	Hyaena
4833205	Hyoena
4833204	Hyaenea
7465034	Hyena
4833210	Euhyaena
4833209	Hiena
8562263	Hyena
2433494	Parahyaena
4833211	Pliocrocuta
9816312	Felis issiodorensis
4833251	Toscanosmilus
4833975	Eucervaria
4833971	Pardina
4830825	Toscanius
4833973	Lyncus
4833972	Linx
4833974	Lynchus
4833946	Meganthereon
6006408	Lynceus
9409509	Paramachairodus
4833262	Promegantereon
3240030	Stenodon
4830227	Telosmilus
4834090	Steneodon
3239701	Livia
4831905	Nycticejus
4831879	Scoteinus
4831903	Nycticea
3239735	Discopus
4831902	Nicticeius
4831904	Nicticejus
4831906	Nycticeus
3239727	Nycticeyx
4974821	Dyseolemur pacificus
8493799	Hyaena hipparionum
4972030	Zaraalestes russelli
8678743	Tamquammys tantillus
8558222	Wanolestes lii
9255867	Hyrachyus nanus
8476999	Tamquammys robustus
8637763	Felis vulgaris
8541928	Steneofiber barbouri
8523480	Tamquammys wilsoni
8603631	Sciamys varians
8527889	Steneofiber gradatus
8509091	Lynx texensis
9104230	Dicrostonyx groenlandicus clarus
9097066	Dicrostonyx groenlandicus lentus
8720385	Dicrostonyx groenlandicus kilangmiutak
2438393	Dicrostonyx kilangmiutak
7628593	Arvicola rubricatus
9201533	Dicrostonyx hudsonius alascensis
4827662	Pierolapithecus
4827671	Lufengpithecus
2436437	Pan
4827538	Platodontopithecus
4827488	Navajovius
4827483	Niptomomys
4827487	Megadelphus
3239539	Plesiadapis
4971265	Tagicetus
4827673	Australopithecus
4827437	Megachiromyoides
4827080	Qatrania
4827079	Nyanzapithecus
4827082	Serapia
4827545	Paidopithex
4827547	Praeanthropus
2436435	Homo
4832345	Kentriodon
4832342	Delphinodon
4832340	Belonodelphis
4827081	Abuqatrania
4827078	Parapithecus
9300575	Nakalipithecus
4827544	Hylopithecus
9467931	Praehominipes
4827666	Micropithecus
4827667	Xenopithecus
4832919	Hispanopithecus
4827700	Khoratpithecus
9634646	Bartelsia
4827436	Pandemonium
4827435	Jattadectes
4832348	Pithanodelphis
4827535	Anoiapithecus
4827540	Ankarapithecus
4827699	Equatorius
4573936	Myrmekomomys
4827432	Saxonella
8637287	Mediocris
4832343	Rudicetus
9657983	Wimahl
9589826	Hominipes
4827431	Nannodectes
4832344	Leptodelphis
4575950	Atocetus
4971251	Sophianacetus
9366855	Sophianaecetus
4827543	Limnopithecus
8976746	Sorex obscurus obscurus
9178406	Sorex obscurus longicaudus
4827489	Microsyops
4827485	Cynodontomys
4827484	Arctodontomys
4971254	Kampholophos
4970862	Janjucetus
8637169	Lokonepithecus
9280003	Afaranthropus
4827482	Bathrodon
4575808	Simonsius
2436440	Gorilla
4827648	Griphopithecus
4827633	Paranthropus
4827661	Morotopithecus
8501707	Anisolophus fischeri
9479358	Chailicyon crassidens
5218780	Hyaena brunnea
4969844	Megantereon falconeri
8561399	Rooneyia viejaensis
4974829	Steinius annectens
4972532	Mylagaulus elassos
4968871	Gnathabelodon buckneri
8541587	Sciamys petisensis
4968774	Bharattherium bonapartei
8864766	Altanius oirovi
4969641	Dilophodon minusculus
8577286	Hyaena abronia
8588815	Hyaena antiqua
7848279	Lynx vulgaris
8595442	Tamquammys dispinorum
8726374	Procavia ruficeps ruficeps
9091356	Procavia ruficeps marrensis
5706514	Cuniculus paca paca
5706517	Cuniculus paca virgata
5706516	Cuniculus paca mexicanae
5706512	Cuniculus paca nelsoni
5706519	Cuniculus paca guanta
8024864	Mus paca
7194173	Planigale maculata maculata
9067325	Antechinus maculatus
9472468	Merychippus francisi
9542037	Pithanotomys cordubensis
8612685	Dibelodon andium
4969847	Pliocrocuta perrieri
4969127	Witwatia eremicus
8484359	Psalodon marshi
4972533	Mylagaulus sesquipedalis
8545432	Dolosimus dolus
4968862	Rhynchotherium simpsoni
8704002	Percrocuta australis
4969838	Megantereon eurynodon
4972539	Mesogaulus ballensis
8977966	Sciamys latidens
9465813	Capatanka schokensis
9016532	Urocitellus columbianus ruficaudus
9243620	Arctomys columbianus
9715192	? columbianus
9305053	Urocitellus columbianus columbianus
7676553	Nyctinomus minutus
6164061	Bdeogale crassicauda puisa
7193996	Bdeogale crassicauda crassicauda
6164059	Bdeogale crassicauda tenuis
6164060	Bdeogale crassicauda nigrescens
6164062	Bdeogale crassicauda omnivora
8546719	Isthminia panamensis
8687432	Sciamys tenuissimus
4969642	Dilophodon destitutus
9781614	Megantereon gracilis
9102288	Hunanictis inexpectatus
4969843	Megantereon inexpectatus
8516115	Pithanotomys chapalmalensis
4974812	Altanius orlovi
9237826	Omomys vespertinus
8870397	Hyaena macrostoma
8498765	Steneofiber hesperus
8666247	Yuomys weijingensis
9352478	Eotaria citrica
9168272	Lynx pardella
4832506	Austrosqualodon trirhizodonta
8477707	Pithanotomys columnaris
8487800	Yuomys minggangensis
8777589	Rhynchotherium edense
7364557	Epomophorus anchietae
2432960	Plerotes anchietai
8510883	Proechidna nigroaculeata
8692785	Bruijnia tridactyla
8559320	Proechidna villosissima
4832724	Tachyglossus bruijni
8834959	Pithecus antiquus
4971002	Imerocetus karaganicus
4970513	Oromeryx plicatus
4973868	Apatosciuravus jacobsi
4968870	Gnathabelodon thorpei
9236664	Felis proterolyncis
8466578	Steneofiber complexus
8570810	Archaenodon insolens
8642219	Felis nubiensis
8529514	Yermakia domitor
4972535	Mylagaulus kinseyi
4969836	Megantereon nihowanensis
8602303	Tamquammys fractus
4970258	Percrocuta primordialis
9772851	Hyaena gigantea
4265394	Phyllostomus discolor verrucosus
4265391	Phyllostomus discolor discolor
5936241	Gliravus itardiensis
9520714	Coronodon havensteini
8826539	Acrophyseter robustus
9018469	Mylagaulus cornusaulax
8478188	Sciamys robustus
8757055	Steneofiber montanus
7513710	Lynx spelaea
9512922	Erinaceus nanus
9556238	Gualta cuyana
8535020	Yuomys yunnanensis
8470792	Tamquammys longus
9086875	Hyaena colvini
4972534	Mylagaulus cambridgensis
8534659	Yuomys huangzhuangensis
9589666	Felis longignathus
4973869	Apatosciuravus bifax
8614337	Yuomys cavioides
9168314	Pseudotetonius despairensis
8686888	Pithanotomys macer
8983119	Mylagaulus douglassi
9541063	Mastodon euhyphodon
9167194	Pronolagus ruddi ruddi
8782391	Pronolagus ruddi randensis
4264484	Thomomys mazama yelmensis
4264495	Thomomys mazama tumuli
4264548	Thomomys mazama glacialis
4264487	Thomomys mazama couchi
4264514	Thomomys mazama louiei
4264518	Thomomys mazama pugetensis
4264491	Thomomys mazama nasicus
4264507	Thomomys mazama tacomensis
4264541	Thomomys mazama oregonus
4264530	Thomomys mazama premaxillaris
7261623	Thomomys mazama mazama
9119405	Sorex arcticus maritimensis
7194096	Sorex arcticus arcticus
6163349	Sorex arcticus laricorum
8630859	Nyctinomus loriae
7261923	Mormopterus loriae loriae
8887682	Hipposideros nanus
8773971	Rhinolophus caffer
6163362	Sorex monticolus obscurus
8792659	Myotis nathalinae
8596750	Equus laparensis
9195541	Sigmodon hispidus villae
8394539	Lasiopyga weidholzi
7561290	Simia engytithia
8022312	Cercopithecus griseoviridis
8185504	Cercopithecus matschiei
7627333	Cercopithecus calliaudi
8062465	Cercopithecus toldti
9615974	Simia aethiops
7516537	Simia subviridis
7872286	Cercopithecus cinereo-viridis
7482870	Cercopithecus griseus
7986905	Cercopithecus canoviridis
8767938	Cercopithecus aethiops zavattarii
8513074	Posteutatus scabridus
8642123	Utaetus laxus
8557037	Posteutatus indentatus
8694710	Posteutatus indemnis
8439628	Orthutaetus crenulatus
8637856	Utaetus argos
8690330	Orthutaetus clavatus
4969126	Witwatia schlosseri
8592095	Eotaria crypta
9609494	Tupaiodon minutus
8583680	Yuomys eleganes
8460226	Yuomys huheboerhensis
8641775	Archerium chinchillaensis
4970257	Percrocuta hebeiensis
9511366	Ursus cultridens
8694820	Felis lybiensis
2432316	Pharotis imogene
8542073	Adolomys ameristus
9066191	Hyaena sinensis
4969839	Megantereon megantereon
2440453	Tursiops gillii
8608148	Lutra platensis
8589637	Lutra latifrons
8482246	Lutra solitaria
4833576	Arctocephalus doriferus
8938744	? melanoleucus
5786444	Saguinus fuscicollis crandalli
9141792	Saguinus weddelli crandalli
9059697	Leontocebus hololeucus
9078799	Ovis vignei severtzovi
9036402	Miniopterus haradai
8847295	Perameles barrowensis
9223530	Cercocebus albigena ugandae
8801450	Vampyrops nigellus
8210243	Nycticejus eriophorus
8543219	Dinarctotherium merriami
9358708	Arctotherium simum
8592042	Arctotherium californicum
8656965	Arctotherium yukonense
8535156	Gatanthropus micros
8562984	Rhynchotherium francisi
9262547	Mylagaulus paniensis
8594124	Sciamys principalis
8556936	Felis montana
8554116	Bondesius ferox
9069806	Sciamys rostratus
4969842	Megantereon whitei
8678000	Dakshina jederi
4973770	Steneofiber depereti
9512450	Blickotherium blicki
8981472	Xinyuictis tenuis
9167785	Allodon fortis
8758202	Hyaena chaeretis
8635767	Rhynchotherium anguirvale
8941589	Rooneyia viejensis
9536142	Mesocyon venator
8666417	Temnocyon venator
9416452	Enhydrocyon venator
5786962	Microtus vinogradovi
8939782	Arbusticola rubelianus ciscaucasicus
8270381	Microtus rubelianus
7744433	Microtus dinniki
9188669	Microtus rubelianus colchicus
9003782	Cebus olivaceus castaneus
7814056	Cebus annellatus
8132296	Cebus nigrivittatus
8198275	Cebus apiculatus
7378785	Cebus castaneus
7342622	Cebus olivaceus olivaceus
8768370	Cebus capucinus leporinus
5218777	Hyaena hyaena
4266475	Nycticeius cubanus
2437587	Agouti paca
9465246	Coelogenys paca
4264526	Thomomys mazama hesperus
2435261	Lynx pardinus
6163631	Planigale maculata sinualis
4264480	Thomomys mazama niger
9244028	Tremarctotherium simum
2433354	Lavia frons
2432561	Eudiscopus denticulus
2432278	Scotomanes ornatus
2432314	Nycticeius humeralis
6142189	Pseudotetonius ambiguus
2435246	Lynx rufus
2438392	Dicrostonyx rubricatus
8522171	Calippus francisi
2435240	Lynx lynx
4264503	Thomomys mazama melanops
7472346	Lophocebus ugandae
9551274	Tremarctotherium yukonense
9431236	Arctodus simus yukonensis
9578558	Merychippus circulus
4969192	Calippus circulus
9440388	Pseudocyclopidius quadratus
4973816	Mytonomys mytonensis
9296321	Merychippus proplacidus
4969190	Calippus proplacidus
9459472	Schizogliravus bravoi
8463978	Periphragnis circunflexus
9329796	Stereodelphis brevidens
9375247	Microtus mcnowni
9528177	Citellus columbianus
2437295	Spermophilus columbianus
9449980	Zaedyus minutus
4266477	Nycticeius aenobarbus
8570039	Proechidna bruijni
4971792	Sorex pratensis
2435263	Lynx canadensis
4974883	Panochthus tuberculatus
4972936	Cupidinimus cuyamensis
9341911	Butseloglis micio
9425529	Schizogliravus micio
8522579	Trioracodon bisulcus
4968997	Afrohyrax championi
9302635	Megalohyrax championi
9465701	Pachyhyrax championi
4972709	Myomimus multicrestatus
6164533	Felis wiedii salvinia
8546297	Nothodipoides planus
9456057	Trichechus borealis
9311954	Manatus borealis
4968955	Haligyna borealis
9576623	Rytina borealis
9383860	Stellerus borealis
9502676	Sirene borealis
9575547	Pliohippus martini
9503700	Protohippus martini
9384847	Astrohippus martini
8819624	Saguinus weddelli melanoleucus
4266882	Saguinus melanoleucus
9446786	Gardnerycteris crenulatum keenani
9350659	Enhydrocyon wallovianus
