tsn	completename
8742125	Amphicyon palaeindicus
8689936	Lutra ingens
4971308	Simocetus rayi
8924002	Amphicyon americanus
9262337	Cavia cabrerai
4972347	Prolapsus junctionis
4970047	Amphicyon frendens
8633175	Amphicyon angustidens
8579744	Cynelos malasi
5936093	Martes foxi
4968807	Trapalcotherium matuastensis
8568349	Peraiocynodon major
8693460	Spalacotherium hookeri
8493141	Cavia cobaya
9412396	Amphicyon lemanensis
8496148	Hoffstetterius imperator
9174507	Damaliscus corrigum
4970719	Damaliscus strepsiceras
8496769	Drepanomeryx matthewi
9114022	Boocerus eurycerus eurycerus
8922386	Boocerus eurycerus cooperi
8966171	Boocerus eurycerus isaaci
8848826	Malacothrix typicus kalaharicus
7608306	Dendromys pumilio
8415080	Dendromus ayresi
9207439	Malacothrix typicus harveyi
8894258	Dendromus mesomelas nyasae
8118232	Dendromus typus
7891984	Dendromus typicus
8811560	Malacothrix typicus damarensis
7909706	Malacothrix egeria
8957248	Malacothrix typicus molopensis
8933352	Dendromus mesomelas mesomelas
9175730	Nyctinomus spillmani
9349325	Marmota alpina
9417817	Marmota tigrina
9541507	Marmota alba
9612828	Marmota nigra
9035648	Myotis peytoni federatus
9095929	Presbytis anchises
2440882	Equus onager
9024601	Equus asinus ferus
4267241	Lagothrix lugens
9152429	Lagothrix lugens sapiens
8906147	Lagothrix lugens lugens
8899307	Lagothrix lugens defleri
9591490	Felis lynx lynx
5218726	Molossus bondae
2436523	Galago alleni
7342636	Sciurocheirus alleni alleni
5786499	Sciurocheirus alleni cameronensis
8781184	Vespertilio brasiliensis
9193132	Thomomys umbrinus curtatus
4267401	Thomomys pectoralis
8761055	Thomomys umbrinus amargosae
9139517	Ursus arctos kenaiensis
8978007	Conepatus mesoleucus telmalestes
8559285	Toxodon virgatus
4970017	Paradaphoenus tooheyi
9342527	Eurygenium normalis
8534734	Eurygenium pacegnum
4972207	Bobolestes zenge
4970050	Amphicyon riggsi
9040852	Capricornis pryerianus
8692749	Toxodon bilobidens
4973971	Eomorphippus obscurus
5219706	Cavia fulgida
8449249	Progarzonia notostylopense
8510923	Toxodon protoburmeisteri
8558653	Tetrabelodon crepusculi
9635212	Lutra piscinaria
8438024	Toxodon paranensis
5786756	Cremnomys australis
5786750	Cremnomys medius rajput
5786754	Cremnomys medius caenosus
5786752	Cremnomys medius
5786753	Cremnomys cutchicus leechi
8505952	Cynodesmus nobilis
8698465	Paradaphoenus tropicalis
8511629	Miohippus crassicuspis
7352505	Nyctinomus thersites
2441041	Damaliscus lunatus
5219705	Cavia tschudii
8609439	Spalacotherium henkeli
9091239	Capricornis sumatrensis
4970051	Amphicyon major
4968784	Symmetrolestes parvus
9353743	Lutra antiqua
4970014	Guangxicyon sinoamericanus
9126182	Amphicyon steinheimensis
8529539	Pascualia laeviplicata
9559271	Quercylurus major
2432155	Eremitalpa granti
8478298	Eomoropus zhanggouensis
7921204	Jacchus spixii
8529838	? geoffroyi
7579784	Oedipomidas salaquiensis
4263612	Tamias dorsalis utahensis
8472913	Eutamias canescens
4263634	Tamias dorsalis nidoensis
4263659	Tamias dorsalis carminis
7261533	Tamias dorsalis dorsalis
4263646	Tamias dorsalis grinnelli
4263622	Tamias dorsalis sonoriensis
7698347	Rhizomys cinereus
8319024	Rhizomys erythrogenys
9553342	Robiacina quercyi
9155576	Damaliscus antiquus
9240177	Daphoenus caroniavorus
8558790	Eodolichotis maddeni
8640196	Toxodon expansidens
8531405	Delsatia rhupotopi
5220184	Pelea capreolus
4974087	Copecion davisi
8621075	Douglassciurus bjorki
4970045	Amphicyon reinheimeri
8542564	Amphicyon giganteus
9415858	Mustela madisonae
2441046	Budorcas taxicolor
4973915	Toxodon antiquus
8630177	Peraiocynodon inexpectatus
9201359	Tupaia everetti
8924622	Taprirus leucogenys
7536437	Oryzomys bombycinus
2438075	Oryzomys bolivaris
9109056	Oryzomys nitidus alleni
8940258	Oryzomys bombycinus orinus
9116018	Phalanger orientalis meeki
6165121	Phalanger orientalis orientalis
8859906	Phalanger orientalis mimicus
8980983	Phalanger orientalis ducatoris
9513363	Didelphis orientalis
9008004	Phalanger orientalis kiriwinae
8747306	Phalanger orientalis intercastellanus
4941448	Eurygenium latirostris
4972346	Prolapsus sibilatoris
4970046	Amphicyon longiramus
9360668	Robiacina lavergnensis
8935596	Capricornis osborni
8510307	Spalacotherium evansae
9406366	Robiacina weidmanni
5936095	Martes khelifensis
8639728	Toxodon darwinii
9273198	Daphoenus minimus
8608758	Toxodon gracilis
7261423	Capricornis milneedwardsii
4262638	Damaliscus superstes
2441207	Okapia johnstoni
9028861	Taprirus laurillardi
8589901	Smilodon neogaeus
4973916	Toxodon giganteus
8449994	Damalacra neanica
2439208	Brachyuromys ramirohitra
9306350	Canis cuspigerus
8671331	Spalacotherium taylori
8511419	Eodolichotis elachys
4970049	Amphicyon ingens
4970036	Brachyrhynchocyon montanus
9589747	Sciurus jeffersoni
4973917	Toxodon gezi
4968808	Ferugliotherium windhauseni
9715103	Cavia galileoi
4970056	Cynelos euryodon
7261924	Sauromys petrophilus
4973914	Toxodon platensis
8844584	Budorcas bedfordi
4970048	Amphicyon pontoni
8481786	Yaverlestes gassoni
8936942	Amphicyon idoneus
4265597	Natalus tumidirostris continentis
2432198	Chrysospalax trevelyani
4267070	Trachypithecus obscurus seimundi
4970769	Bison priscus
9340243	Paradaphoenus nobilis
4262616	Capricornis sumatraensis
2441042	Damaliscus pygargus
4970035	Brachyrhynchocyon dodgei
5219702	Cavia porcellus
2433651	Neovison macrodon
4267079	Trachypithecus obscurus carbo
4267069	Trachypithecus obscurus flavicauda
5219707	Malacothrix typica
4267092	Trachypithecus obscurus styx
6165160	Bos grunniens mutus
2437162	Hemiechinus micropus
4262618	Capricornis thar
2440030	Aepyprymnus rufescens
7261430	Damaliscus korrigum
8966040	Hyracotherium angustidens
8540996	Eohippus angustidens
9560932	Procaprolagus gazini
9254810	Sphenophalos blicki
9523083	Democricetodon gregarius
4973280	Megacricetodon gregarius
8630256	Stenoplesictis elegans
8606526	Colbertia magellanica
8679916	Ticholeptus calimontanus
4969284	Eurygnathohippus libycum
9363763	Depaulacoutoia protocenica
8467135	Ricardocifellia protocenica
9403264	Paulacoutoia protocenica
5936059	Plagiolophus javali
9541657	Bison preoccidentalis
9612692	Superbison crassicornis
2433652	Neovison vison
8574723	Protosteiromys medianus
9531852	Cynodesmus iamonensis
4970230	Osbornodon iamonensis
9270437	Mesohippus annectens
2433900	Aonyx capensis
4970238	Uintacyon massetericus
4969368	Parahippus cognatus
4970617	Merycodus joraki
9497932	Eutamias dorsalis
4972385	Neotamias dorsalis
4971492	Kolpochoerus evronensis
5219931	Echimys dasythrix
6165122	Phalanger orientalis breviceps
9314869	Dicrocerus necatus
2432199	Chrysospalax villosus
9319601	Parahippus minimus
9510615	Achitherium minimus
4969355	Archaeohippus minimus
9427808	? verus
9432435	? ruminalis
9526536	? trigonocorneus
9510520	Germanomeryx
9407193	? cursor
9245138	? scotti
9452499	? sinclairi
4834748	Procranioceras
9627909	? figginsi
4834743	Oriomeryx
8651370	Diabolocornis
9552475	? tricornis
9335064	? hamiltoni
9315373	? riparius
8447030	Protonycteris
4832054	Archaeonycterididae
4970589	Cranioceras unicornis
8705117	Zhujegale lirenensis
9513589	? minor
9394616	? gaudryi
9565476	? decedens
9257251	? savagei
4829592	Eucardiodon
3240636	Cardiodon
4826206	Dendrodorcopsis
8513128	Macropus pavana
4826199	Osphranter
5816452	Macropus manicatus
4826191	Kanguroo
4826167	Kangurus
4826134	Kanguru
4826179	Gigantomys
4826185	Gerboides
4826207	Megaleia
4826205	Phascolagus
4826198	Halmatopus
4826204	Halmathurus
4826222	Osphrantes
6006401	Leptosiagon
4826184	Notamacropus
9520268	Halmaturus
4826193	Boriogale
4826194	Kalmaturus
5816463	Macropus elegans
4826208	Megaloia
4826181	Prionotemmus
3239543	Agerina
4969637	Heteraletes leotanus
8223553	Mephites
3240027	Viverra
4833906	Mephritis
4833905	Mammephitisus
4833904	Chincha
5428987	Mephites
5219964	Macropus bernardus
4969561	Uintaceras radinskyi
4831294	Stygimys kuszmauli
9588225	Halmaturus thor
5816466	Macropus papuanus
9337727	Plesiosminthus promyarion
7674240	Macropus goliah
8463420	Macropus woodsi
9249022	Plesiosminthus moniqueae
4968730	Stygimys camptorhiza
4973157	Megasminthus gladiofex
9520999	Kanguroo gigas
9651138	Mephitis fetidissima
5219962	Macropus parryi
4834746	Asiagenes
4832055	Cecilionycteris
4834736	Lagomeryx
4835513	Krabimeryx
4263720	Marmota himalayana robusta
4263705	Marmota himalayana himalayana
7194124	Sylvilagus palustris palustris
6164821	Sylvilagus palustris hefneri
2436842	Lepus palustris
4834737	Yumaceras
4834739	Amphitragulus
4830205	Indomeryx
9510679	Citellus cragini
8952035	Lepus americanus washingtonii
6164915	Lepus americanus bairdii
6164911	Lepus americanus dalli
8973790	Lepus americanus phaeonotus
6164914	Lepus americanus struthopus
7194142	Lepus americanus americanus
6164912	Lepus americanus virginianus
8857583	Lepus americanus oregonus
8905153	Lepus americanus seclusus
6164913	Lepus americanus cascadensis
4573776	Sinclairomeryx
4834747	Rakomeryx
4835720	Ichthyolestes
4834750	Palaeomeryx
4832056	Palaeochiropteryx
4577447	Cryptomeryx
4972759	Blainvillimys helmeri
4834749	Barbouromeryx
4969122	Matthesia
8624201	Surameryx
4834742	Bouromeryx
3240355	Climacoceras
9161736	Mus arianus griseus
4835704	Amphicetus
4970581	Aletomeryx
4834744	Tauromeryx
4834738	Prolibytherium
7820936	Petalia gambiensis
4835805	Zhailimeryx
4835512	Iberomeryx
4834741	Ampelomeryx
4972951	Geomys tobinensis
4834735	Pediomeryx
4834745	Subdromomeryx
4832028	Icaronycteris
4835511	Xenohyus
8589737	Nalameryx
9220801	Mus spicilegus lusitanicus
8983927	Mus spicilegus lynesi
9078432	Mus spicilegus rifensis
8836873	Mus spicilegus caoccii
8823310	Mus spicilegus hispanicus
8969626	Mus spicilegus mogrebinus
9519863	Mus musculus spretus
4835705	Thinocetus
4835514	Lophiomeryx
8565643	Uranocetus
4834740	Bedenomeryx
8747017	Rattus musschenbroekii lalawora
8290333	Rattus aspinatus
8980674	Rattus musschenbroekii tetricus
9631169	Brontotherium curtum
4969482	Megacerops curtus
8610862	Menodus peltoceras
4835721	Nalacetus
8935543	Tupaia concolor concolor
9126642	Tupaia concolor sinus
8638694	Tanupolama virginiensis
9286760	Procamelus virginiensis
9364263	Auchenia virginiensis
9597119	Camelops virginiensis
7261981	Rhinolophus thomasi thomasi
4266813	Rhinolophus thomasi latifolius
8680795	Parasminthus asiaecentralis
8521590	Parasminthus tangingoli
4826254	Palaeopotorous priscus
9439401	Fissuridon pearsoni
8456698	Macropus atlas
8821259	Halmaturus dama
8480662	Macropus birdselli
9256265	Sigenyctia oligocaena
5219984	Macropus parma
5816451	Macropus rufiventer
4971369	Cebochoerus ruetimeyeri
4969504	Plesiaceratherium mirallesi
4262722	Nanger soemmerringii butteri
7261450	Nanger soemmerringii soemmerringii
4262718	Nanger soemmerringii berberana
8996415	Antilope soemmeringi
7567045	? soemmerringii
5220156	Gazella soemmerringii
8253276	Spermophilus selevini
4970694	Odocoileus dolichopsis
2438069	Oryzomys intectus
9326492	Plesiocolopirus grangeri
9028405	Macrotarsomys bastardi occidentalis
4973088	Adjidaumo burkei
6163696	Paradoxurus jerdoni caniscus
7193934	Paradoxurus jerdoni jerdoni
4969138	Eppsinycteris anglica
8530278	Thryptacodon belli
4974390	Thryptacodon orthogonius
8594354	Paschatherium levei
8935487	Plesiosminthus conjunctus
9428184	Protemnodon raechus
9751625	Mephitis avia
8439685	Macropus rama
4974301	Alymlestes kielanae
9421433	Cebochoerus lacustris
8522977	Priscileo roskellyae
5936090	Mephitis rexroadensis
5219394	Mephitis macroura
4973175	Plesiosminthus myarion
9606131	Halmaturus dryas
5219981	Macropus giganteus
9528485	Halmaturus temporalis
8493316	Zhujegale jintangensis
8531261	Macropus narada
8510105	Mephitis occidentalis
4941668	Acrophoca longirostris
4974275	Paschatherium marianae
4975215	Repenomamus giganticus
9182033	Macropus hagenbecki
8678951	Entomacodon angustidens
5787198	Macropus lugens
7405651	Plesiocetopsis hupschii
4981010	Cetotherium hupschii
9235683	Heterocetus hupschii
9463504	Anaptomorphus bridgerensis
7261567	Spermophilus pygmaeus pygmaeus
4263865	Spermophilus pygmaeus mugosaricus
4263855	Spermophilus pygmaeus brauneri
4409255	Mus pygmaeus
4263873	Spermophilus pygmaeus herbicolus
4262883	Sus scrofa nigripes
4262893	Sus scrofa moupinensis
7792440	Sus domesticus
8793877	Sus scrofa castilianus
8346102	Sus continentalis
7826077	Sus baeticus
8423826	Sus attila
4262878	Sus scrofa algira
4262870	Sus scrofa attila
4262866	Sus scrofa vittatus
4262879	Sus scrofa davidi
7516187	Sus sardous
4262875	Sus scrofa ussuricus
4262872	Sus scrofa meridionalis
4262871	Sus scrofa leucomystax
4262890	Sus scrofa cristatus
4262873	Sus scrofa riukiuanus
8986868	Sus scrofa baeticus
9721880	Sus scrofa bittatus
9140786	Sus scrofa barbarus
7900483	Sus castilianus
7599972	Sus celtica
4262894	Sus scrofa sibiricus
4262891	Sus scrofa libycus
7987293	Sus europaeus
7672749	Sus setosus
7261469	Sus scrofa scrofa
4262885	Sus scrofa taivanus
4262881	Sus scrofa majori
9088303	Didelphis albiventris albiventris
8805929	Didelphis albiventris azarae
9603584	Procamelus minimus
4970355	Hemiauchenia minima
9353496	Babameryx engesseri
8449500	Vesperugo anemophilus
4970606	Drepanomeryx falciformis
4974239	Maelestes gobiensis
4973783	Presbymys lophatus
9045051	Kangurus gaimardi
4968584	Pseudotribos robustus
9284389	Sthenurus minor
9429777	Plesiosminthus barsboldi
5816458	Macropus siva
8527247	Macropus wombeyensis
8546964	Priscileo pitikantensis
9529259	Plesiosminthus olzi
8676327	Jackmahoneya toxoniensis
9103262	Macropus ocydromus
8835003	Macropus vishnu
4973158	Megasminthus tiheni
8933646	Macropus argentatus
9450548	Atalapha borealis
9210823	Lasiurus intermedius insularis
8128708	Vespertilio borealis
7636897	Cervus americanus
7261377	Alces americanus americanus
9202629	Apodemus agrarius ognevi
8765772	Apodemus agrarius caucasicus
9155567	Apodemus agrarius septentrionalis
9059438	Apodemus agrarius tianschanicus
9046194	Mus agrarius albostriatus
7526776	Mus harti
9000970	Mus agrarius mantchuricus
8819384	Apodemus agrarius coreae
8909080	Apodemus agrarius gloveri
8753830	Apodemus agrarius volgensis
9394145	Apodemus agrarius karelicus
9199179	Mus agrarius
8807211	Mus agrarius maculatus
8896359	Apodemus agrarius insulaemus
8032905	Mus ningpoensis
9143459	Apodemus agrarius kahmanni
8840817	Apodemus agrarius pallidior
7976377	Mus rubens
9372862	Apodemus agrarius kahamanni
9142060	Apodemus agrarius nikolskii
9105064	Apodemus agrarius agrarius
9588107	Apodemus agrarius henrici
4969303	Nannippus westoni
8048672	Opolemur thomasi
8722274	Rattus hellwaldii griseogenys
8852204	Rattus hellwaldii griseogenus
9094918	Rattus hellwaldii cereus
8953748	Rattus hellwaldii localis
4970358	Hemiauchenia guanajuatensis
9489880	Barbouromeryx milleri
8490004	Palaeomeryx madisonius
9514604	Dromomeryx americanus
9636581	Barbouromeryx pawniensis
9326910	Barbouromeryx supernebrascensis
9440773	Barbouromeryx pseudonebrascensis
8458078	Barbouromeryx nebrascensis
4970600	Bouromeryx americanus
9399020	Rakomeryx americanus
8581279	Dromomeryx parvus
9371401	Barbouromeryx americanus
9037466	Paschatherium sjongersi
8667701	Nidimys occultus
9299992	Protalphadon crebreforme
8643864	Plesiosminthus tereskentensis
8767581	Macropus gracilis
5816454	Macropus magnus
9564451	Oligonyctia hoffmani
4974274	Paschatherium russelli
8528898	Cladodidelphys crucialis
9537748	Cebochoerus robiacensis
4973171	Plesiosminthus xiningensis
8556973	Halmaturus vishnu
8491425	Macropus anak
5816461	Macropus titan
9565748	Agerina roselli
8469823	Paschatherium plaziati
9783689	Mephitis varians
8475682	Contracavia matercula
9803512	Mephitis americana
8853885	Antrozous koopmani
8868373	Pteropus goweri
9051418	Rhinolophus nobilis
8940613	Myotis abbotti nugax
9114826	Rhinoceros inermis
9021214	Diclidurus virgo
8993251	Apodemus flavicollis pohlei
9054135	Apodemus mystacinus euxinus
9210865	Mus mystacinus smyrnensis
8814544	Apodemus mystacinus rhodius
8949531	Mus mystacinus
8953163	Paradoxurus grayi
4969737	Hoplophoneus dakotensis
5219912	Graphiurus olga
8426369	Graphiurus foxi
7909850	Claviglis olga
8772535	Graphiurus kelleni dollmani
5219916	Graphiurus parvus
9020756	Graphiurus kelleni kelleni
4969480	Megacerops hatcheri
8853442	Nyctimene varius
8836382	Miniopterus witkampi
8852996	Phyllonycteris planifrons
8567627	Distylophorus alouatinus
8748158	Papio thoth ibeanus
8446817	Papio ruhei
5787067	Mazama nemorivaga
9538145	? nemorivaga
4266684	Rhinolophus luctus lanosus
4266689	Rhinolophus luctus foetidus
4266844	Rhinolophus luctus morio
7261948	Rhinolophus luctus luctus
4266837	Rhinolophus luctus perniger
9013238	Rhinolophus luctus formosae
4266830	Rhinolophus luctus spurcus
2439704	Aplodontia humboldtiana
4973746	Pseudopalaeocastor osmagnus
7261820	Murina huttonii huttonii
4266034	Murina huttonii rubella
9042947	Uintatherium speirianum
9556640	Plesiosminthus margaritae
8593032	Plesiosminthus geringensis
2439465	Cardiocranius paradoxus
9312816	Plesiosminthus asiaticus
8662032	Halmaturus vinceus
9634765	Eucosmodon teilhardi
8493601	Lithops praevius
8538506	Halmaturus indra
9484450	Mephitis cordubensis
9279557	Alphadon creber
4973170	Plesiosminthus clivosus
8837769	Halmaturus derbianus
9411332	Sthenurus brehus
9243352	Halmaturus gazella
9616572	Cebochoerus minor
8642182	Halmaturus brachyurus
8446428	Silvaroo bila
9272149	Agerinia marandati
9719626	Mephitis dentata
4975197	Kielantherium gobiensis
5816457	Macropus mundjabus
4969503	Plesiaceratherium gracile
9215378	Mephitis nasuta
8672256	Entomacodon minutus
9349098	Choeromorus helveticus
5722792	Beluga glacialis
5722801	Beluga borealis
5220004	Delphinapterus beluga
5220007	Beluga catodon
5722798	Beluga rhinodon
5722791	Beluga angustata
4351895	Delphinus phocaena albus
8630543	Catodon canadensis
4351907	Delphinus albicans
5722804	Delphinapterus dorofeevi
5722793	Catodon albicans
8445973	Delphinapterus concreta
5722800	Delphinapterus freimani
5722802	Beluga concreta
5220005	Delphinapterus leucas marisalbi
4351888	Delphinus kingii
5722797	Beluga canadensis
4351897	Delphinus canadensis
5722796	Cephalorhynchus hectori albus
4351908	Delphinus leucas
4351903	Beluga declivis
9291366	Delphinus vermontana
4351899	Balaena albicans
5722799	Catodon sibbaldi
8567995	Delphinapterus marisalbi
4351892	Physeter macrocephalus albicans
5722803	Catodon candicans
9348130	Oxyprimus albertensis
6164736	Ochotona cansus sorella
6164735	Ochotona cansus stevensi
8996642	Ochotona cansa cansa
8865655	Ochotona cansa morosa
6164734	Ochotona cansus morosa
7194160	Ochotona cansus cansus
5936165	Cetotheriophanes capellinii
9534180	Balaenoptera capellinii
9424942	Plesiocetus capellinii
7261636	Geomys texensis texensis
4264603	Geomys texensis llanensis
4264614	Geomys texensis bakeri
9157542	Mus tenellus suahelicus
9048560	Mus tenellus tenellus
8619559	Leggada tenella
8824047	Hystrix hodgsoni papae
9034668	Hystrix hodgsoni hodgsoni
8441071	Cranioceras granti
4973174	Plesiosminthus huangshuiensis
